#Position (bp)	insert size	chromosomes
1.3105634915E9	1010.0	44866.0
1.3182954295E9	0.0	0.0
1.3260273675E9	152.0	0.0
1.3337593055E9	294.0	44866.0
1.3414912435E9	0.0	0.0
1.3492231815E9	260.0	0.0
1.3569551195E9	0.0	44866.0
1.3646870575E9	129.0	0.0
1.3724189955E9	0.0	0.0
1.3801509335E9	2160.0	44866.0
1.3876835895E9	7977.0	0.0
1.3915495585E9	0.0	0.0
1.3956148095E9	0.0	44866.0
1.4033467475E9	0.0	0.0
1.4110786855E9	0.0	0.0
1.4188106235E9	307.5	44866.0
1.4265425615E9	0.0	0.0
1.4342744995E9	350.0	0.0
1.4420064375E9	325.0	44866.0
1.4497383755E9	0.0	0.0
1.4574703135E9	0.0	0.0
1.4652022515E9	0.0	44866.0
1.4729341895E9	0.0	0.0
1.4806661275E9	0.0	0.0
1.4883980655E9	769.0	44866.0
1.4961300035E9	6810.0	0.0
1.5038619415E9	0.0	0.0
1.5115938795E9	0.0	44866.0
1.5193258175E9	0.0	0.0
1.5270577555E9	4021.0	0.0
1.5337063185E9	204.0	44866.0
1.5375722875E9	0.0	0.0
1.5425216315E9	0.0	0.0
1.5502535695E9	192.0	44866.0
1.5579855075E9	0.0	0.0
1.5657174455E9	0.0	0.0
1.5734493835E9	210.66666666666666	44866.0
1.5811813215E9	0.0	0.0
1.5889132595E9	0.0	0.0
1.5966451975E9	0.0	44866.0
1.6043771355E9	0.0	0.0
1.6121090735E9	0.0	0.0
1.6198410115E9	0.0	44866.0
1.6275729495E9	0.0	0.0
1.6353048875E9	215.0	0.0
1.6430368255E9	6410.0	44866.0
1.6507687635E9	214.0	0.0
1.6585007015E9	8031.0	0.0
1.6662326395E9	1000.2	44866.0
1.672491119E9	1213.3333333333333	0.0
1.676357088E9	1530.0	0.0
1.6816965155E9	1335.0	44866.0
1.6894284535E9	197.0	0.0
1.6971603915E9	263.0	0.0
1.7048923295E9	0.0	44866.0
1.7126242675E9	0.0	0.0
1.7203562055E9	0.0	0.0
1.7280881435E9	327.0	44866.0
1.7358200815E9	0.0	0.0
1.7435520195E9	186.66666666666666	0.0
1.7512839575E9	0.0	44866.0
1.7590158955E9	165.0	0.0
1.7667478335E9	7273.5	0.0
1.7744797715E9	337.75	44866.0
1.7822117095E9	0.0	0.0
1.7899436475E9	0.0	0.0
1.7976755855E9	2148.5	44866.0
1.805111303E9	160.0	0.0
1.808977272E9	271.0	0.0
1.8131394615E9	2265.0	44866.0
1.8208713995E9	1024.0	0.0
1.8286033375E9	2026.0	0.0
1.8363352755E9	0.0	44866.0
1.8440672135E9	250.0	0.0
1.8517991515E9	251.0	0.0
1.8595310895E9	0.0	44866.0
1.8672630275E9	136.33333333333334	0.0
1.8749949655E9	1901.75	0.0
1.8827269035E9	16356.5	44866.0
1.8904588415E9	0.0	0.0
1.8981907795E9	4209.0	0.0
1.9059227175E9	122.0	44866.0
1.9136546555E9	1730.5	0.0
1.9213865935E9	0.0	0.0
1.9291185315E9	2798.0	44866.0
1.9368504695E9	6515.0	0.0
1.942242056E9	0.0	0.0
1.946108025E9	0.0	44866.0
1.9523143455E9	4218.333333333333	0.0
1.9600462835E9	1797.0	0.0
1.9677782215E9	285.0	44866.0
1.9755101595E9	0.0	0.0
1.9832420975E9	209.5	0.0
1.9909740355E9	1568.857142857143	44866.0
1.9987059735E9	1150.4444444444443	0.0
2.0064379115E9	0.0	0.0
2.0141698495E9	1355.75	44866.0
2.0219017875E9	4081.0	0.0
2.0296337255E9	0.0	0.0
2.0373656635E9	228.0	44866.0
2.0450976015E9	1988.5	0.0
2.0528295395E9	3496.5	0.0
2.0605614775E9	791.6666666666666	44866.0
2.0682934155E9	1169.0	0.0
2.0746011835E9	0.0	0.0
2.0784671525E9	0.0	44866.0
2.0837572915E9	0.0	0.0
2.0914892295E9	0.0	0.0
2.0992211675E9	0.0	44866.0
2.1069531055E9	43773.0	0.0
2.1146850435E9	2494.0	0.0
2.1224169815E9	77.0	44866.0
2.1301489195E9	0.0	0.0
2.1378808575E9	0.0	0.0
2.1456127955E9	0.0	44866.0
2.1533447335E9	0.0	0.0
2.1610766715E9	0.0	0.0
2.1688086095E9	0.0	44866.0
2.1765405475E9	0.0	0.0
2.1842724855E9	0.0	0.0
2.1897728825E9	135.0	44866.0
2.1936388515E9	0.0	0.0
2.1997363615E9	0.0	0.0
2.2074682995E9	0.0	44866.0
2.2152002375E9	0.0	0.0
2.2229321755E9	10595.333333333334	0.0
2.2306641135E9	162.0	44866.0
2.2383960515E9	0.0	0.0
2.2461279895E9	13323.0	0.0
2.2538599275E9	211.0	44866.0
2.2615918655E9	0.0	0.0
2.2693238035E9	393.0	0.0
2.2770557415E9	0.0	44866.0
2.2847876795E9	5568.0	0.0
2.2925196175E9	774.0	0.0
2.2974183075E9	0.0	44866.0
2.3012842765E9	0.0	0.0
2.3079834935E9	0.0	0.0
2.3157154315E9	0.0	44866.0
2.3234473695E9	0.0	0.0
2.3311793075E9	0.0	0.0
2.3389112455E9	674.0	44866.0
2.3466431835E9	0.0	0.0
2.3543751215E9	0.0	0.0
2.3621070595E9	959.0	44866.0
2.3698389975E9	121.0	0.0
2.3775709355E9	245.0	0.0
2.3853028735E9	4225.0	44866.0
2.3930348115E9	744.5	0.0
2.398671499E9	0.0	0.0
2.402537468E9	214.5	44866.0
2.4084986875E9	5169.0	0.0
2.4162306255E9	3559.0	0.0
2.4239625635E9	1687.25	44866.0
2.4316945015E9	338.0	0.0
2.4394264395E9	0.0	0.0
2.4471583775E9	0.0	44866.0
2.4548903155E9	1161.0	0.0
2.4626222535E9	0.0	0.0
2.4703541915E9	230.5	44866.0
2.4780861295E9	820.0	0.0
2.4858180675E9	1103.6666666666667	0.0
2.4902322995E9	213.0	44866.0
2.4940982685E9	3619.0	0.0
2.5012819435E9	0.0	0.0
2.5090138815E9	0.0	44866.0
2.5167458195E9	300.25	0.0
2.5244777575E9	0.0	0.0
2.5322096955E9	2690.777777777778	44866.0
2.5399416335E9	5065.0	0.0
2.5476735715E9	617.5	0.0
2.5554055095E9	0.0	44866.0
2.5631374475E9	755.0	0.0
2.57052071E9	1268.6666666666667	0.0
2.574386679E9	0.0	44866.0
2.5786013235E9	0.0	0.0
2.5863332615E9	0.0	0.0
2.5940651995E9	0.0	44866.0
2.6017971375E9	0.0	0.0
2.6095290755E9	0.0	0.0
2.6172610135E9	0.0	44866.0
2.6249929515E9	680.5	0.0
2.6327248895E9	0.0	0.0
2.6404568275E9	0.0	44866.0
2.6481887655E9	0.0	0.0
2.6532330115E9	0.0	0.0
2.6570989805E9	954.5	44866.0
2.6636526415E9	1601.8	0.0
2.6713845795E9	6979.0	0.0
2.6791165175E9	0.0	44866.0
2.6868484555E9	0.0	0.0
2.6945803935E9	0.0	0.0
2.7023123315E9	1746.0	44866.0
2.7096036025E9	7930.0	0.0
2.7134695715E9	0.0	0.0
2.7177762075E9	167.0	44866.0
2.7255081455E9	0.0	0.0
2.7332400835E9	0.0	0.0
2.7409720215E9	218.0	44866.0
2.7487039595E9	249.5	0.0
2.7564358975E9	158.0	0.0
2.7641678355E9	5886.5	44866.0
2.7718997735E9	203.0	0.0
2.776619407E9	2013.5	0.0
2.780485376E9	0.0	44866.0
2.7873636495E9	214.5	0.0
2.7950955875E9	36488.0	0.0
2.8028275255E9	13122.75	44866.0
2.8105594635E9	1861.6666666666667	0.0
2.8182914015E9	0.0	0.0
2.8231702125E9	0.0	44866.0
2.8270361815E9	0.0	0.0
2.8337552775E9	0.0	0.0
2.8414872155E9	0.0	44866.0
2.8492191535E9	606.0	0.0
2.8569510915E9	1288.25	0.0
2.8646830295E9	4834.0	44866.0
2.8717752605E9	634.0	0.0
2.8756412295E9	0.0	0.0
2.8801469055E9	0.0	44866.0
2.8878788435E9	214.0	0.0
2.8956107815E9	271.0	0.0
2.9033427195E9	0.0	44866.0
2.9110746575E9	4475.0	0.0
2.9188065955E9	0.0	0.0
2.9265385335E9	1025.0	44866.0
2.9342704715E9	120.0	0.0
2.9420024095E9	0.0	0.0
2.9497343475E9	118.0	44866.0
2.9574662855E9	0.0	0.0
2.9651982235E9	0.0	0.0
2.9729301615E9	252.0	44866.0
2.9806620995E9	0.0	0.0
2.9883940375E9	0.0	0.0
2.9961259755E9	0.0	44866.0
3.0038579135E9	366.0	0.0
3.0115898515E9	0.0	0.0
3.0193217895E9	0.0	44866.0
3.0270537275E9	0.0	0.0
3.030981057E9	0.0	0.0
3.034847026E9	0.0	44866.0
3.0425176035E9	0.0	0.0
3.0502495415E9	0.0	0.0
3.0579814795E9	0.0	44866.0
3.0657134175E9	0.0	0.0
3.0734453555E9	0.0	0.0
3.0811772935E9	0.0	44866.0
3.0866565475E9	0.0	0.0
3.088278117E9	242.28	0.0
3.0883778495E9	0.0	44866.0
3.088551417E9	0.0	0.0
3.0887023955E9	0.0	0.0
3.0888595585E9	0.0	44866.0
3.089028436E9	0.0	0.0
3.0891986085E9	0.0	0.0
3.0893691085E9	353.0	44866.0
3.089539856E9	0.0	0.0
3.0896372065E9	0.0	0.0
3.0896458475E9	0.0	44866.0
3.0896479555E9	0.0	0.0
3.089650009E9	0.0	0.0
3.0896518275E9	0.0	44866.0
3.089653164E9	0.0	0.0
3.089659964E9	0.0	0.0
3.0896666625E9	0.0	44866.0
3.0896682995E9	0.0	0.0
3.0896701595E9	0.0	0.0
3.0896897265E9	0.0	44866.0
3.0897107795E9	0.0	0.0
3.0897237255E9	0.0	0.0
3.0897349835E9	0.0	44866.0
3.0897363295E9	0.0	0.0
3.089738505E9	0.0	0.0
3.0897405385E9	0.0	44866.0
3.0897417465E9	0.0	0.0
3.0897427835E9	0.0	0.0
3.089743857E9	0.0	44866.0
3.0897451315E9	0.0	0.0
3.0897465595E9	0.0	0.0
3.0897490385E9	0.0	44866.0
3.089751705E9	0.0	0.0
3.089754034E9	0.0	0.0
3.0897596215E9	0.0	44866.0
3.089765184E9	0.0	0.0
3.0897674115E9	0.0
3.089768962E9	0.0
3.0897710155E9	0.0
3.0897735325E9	0.0
3.0897752895E9	0.0
3.0897763815E9	0.0
3.089777428E9	0.0
3.0897789155E9	0.0
3.089781988E9	0.0
3.0897849705E9	0.0
3.0897866745E9	0.0
3.0897879985E9	0.0
3.0897893875E9	0.0
3.08979105E9	0.0
3.0897924265E9	0.0
3.0897936835E9	0.0
3.089795526E9	0.0
3.0897974615E9	0.0
3.089798689E9	0.0
3.0897998285E9	0.0
3.0898009675E9	0.0
3.089802024E9	0.0
3.0898035355E9	0.0
3.0898057985E9	0.0
3.089807711E9	0.0
3.089809545E9	0.0
3.089811811E9	0.0
3.089813905E9	0.0
3.089815492E9	0.0
3.089817167E9	0.0
3.08981905E9	0.0
3.089820263E9	0.0
3.0898218235E9	0.0
3.0898238355E9	0.0
3.089825458E9	0.0
3.08987263E9	0.0
3.089975374E9	0.0
3.090227657E9	0.0
3.0904276835E9	0.0
3.0904325665E9	0.0
3.09043407E9	0.0
3.0904366465E9	0.0
3.090440634E9	0.0
3.090445338E9	0.0
3.09044899E9	0.0
3.0904511245E9	0.0
3.090453491E9	0.0
3.090458762E9	0.0
3.09047417E9	0.0
3.090488695E9	0.0
3.0904925255E9	0.0
3.090494802E9	0.0
3.0904975215E9	0.0
3.0905676775E9	0.0
3.0906405615E9	0.0
3.0906472195E9	0.0
3.090651548E9	0.0
3.090653989E9	0.0
3.0906560225E9	0.0
3.090702761E9	0.0
3.090748912E9	0.0
3.0907500095E9	0.0
3.09075141E9	0.0
3.090767726E9	0.0
3.090784019E9	0.0
3.0907883185E9	0.0
3.0907950935E9	0.0
3.0907990455E9	0.0
3.090802002E9	0.0
3.090805743E9	0.0
3.0908103065E9	0.0
3.0908356225E9	0.0
3.090860202E9	0.0
3.0908654425E9	0.0
3.090869861E9	0.0
3.0909500975E9	0.0
3.091122183E9	0.0
3.0913208815E9	0.0
3.0915104465E9	0.0
3.091615628E9	0.0
3.0916698165E9	0.0
3.091802427E9	0.0
3.091948455E9	0.0
3.092074495E9	0.0
3.0922282995E9	0.0
3.0923780955E9	0.0
3.092467339E9	0.0
3.0925126835E9	0.0
3.092564251E9	0.0
3.092602708E9	0.0
3.0926608645E9	0.0
3.092736285E9	0.0
3.092773502E9	0.0
